"","country","code","year","life_exp","hc_exp","gni_percap","tb_per100K"
"508","Cabo Verde","CPV","2012",72.8282195121951,161.16235028,5990,144
"509","Cabo Verde","CPV","2013",72.9723658536585,155.55972512,6110,143
"510","Cabo Verde","CPV","2014",73.147,173.30567196,6160,138
"511","Cambodia","KHM","2000",58.3508780487805,17.63071233,1050,575
"512","Cambodia","KHM","2001",59.2472682926829,18.28470535,1140,567
"513","Cambodia","KHM","2002",60.187,20.11020685,1200,556
"514","Cambodia","KHM","2003",61.1375853658537,24.38114029,1310,542
"515","Cambodia","KHM","2004",62.0736097560976,26.18477225,1460,527
"516","Cambodia","KHM","2005",62.9677073170732,27.59677494,1670,511
"517","Cambodia","KHM","2006",63.7955853658537,24.09213888,1880,496
"518","Cambodia","KHM","2007",64.5523414634146,23.57187744,2110,480
"519","Cambodia","KHM","2008",65.2349756097561,41.26564542,2250,465
"520","Cambodia","KHM","2009",65.8444634146342,46.7363886,2230,450
"521","Cambodia","KHM","2010",66.3856585365854,46.59217577,2350,436
"522","Cambodia","KHM","2011",66.8728780487805,49.59668643,2520,423
"523","Cambodia","KHM","2012",67.3288780487805,59.12020728,2700,411
"524","Cambodia","KHM","2013",67.7720487804878,60.44287728,2890,400
"525","Cambodia","KHM","2014",68.2122926829268,61.28475128,3090,390
"526","Cameroon","CMR","2000",51.9358780487805,26.11833904,1780,309
"527","Cameroon","CMR","2001",51.7571951219512,27.69670068,1840,317
"528","Cameroon","CMR","2002",51.6552682926829,31.53243555,1920,321
"529","Cameroon","CMR","2003",51.6390487804878,39.34488626,2030,321
"530","Cameroon","CMR","2004",51.716487804878,42.23896544,2140,318
"531","Cameroon","CMR","2005",51.8890487804878,43.47728738,2190,311
"532","Cameroon","CMR","2006",52.150243902439,45.23234431,2310,303
"533","Cameroon","CMR","2007",52.4791463414634,50.94214029,2360,292
"534","Cameroon","CMR","2008",52.8558292682927,61.68511416,2430,282
"535","Cameroon","CMR","2009",53.2648536585366,59.05103438,2460,271
"536","Cameroon","CMR","2010",53.6948292682927,60.62989094,2490,260
"537","Cameroon","CMR","2011",54.1373658536585,49.87450321,2580,251
"538","Cameroon","CMR","2012",54.587512195122,53.03231424,2670,242
"539","Cameroon","CMR","2013",55.0418048780488,57.1497078,2780,235
"540","Cameroon","CMR","2014",55.492756097561,58.6522027,2960,220
"541","Canada","CAN","2000",79.2365853658537,2099.84145463,28310,6.5
"542","Canada","CAN","2001",79.4878048780488,2162.23376173,29070,6.6
"543","Canada","CAN","2002",79.590243902439,2262.07146894,29850,6.1
"544","Canada","CAN","2003",79.8390243902439,2690.51265964,31230,5.9
"545","Canada","CAN","2004",80.1414634146341,3062.66880719,32870,5.6
"546","Canada","CAN","2005",80.2926829268293,3474.43596898,35230,5.5
"547","Canada","CAN","2006",80.4187804878049,3945.45715331,37270,5.4
"548","Canada","CAN","2007",80.6343902439024,4382.43080006,38670,5.3
"549","Canada","CAN","2008",80.8253658536586,4682.04169035,39500,5.4
"550","Canada","CAN","2009",81.1114634146342,4582.08033632,38100,5.3
"551","Canada","CAN","2010",81.4129268292683,5347.69456998,39270,4.6
"552","Canada","CAN","2011",81.3492926829268,5665.42451698,40810,4.8
"553","Canada","CAN","2012",81.5624390243903,5719.02738741,41600,5.5
"554","Canada","CAN","2013",81.7650487804878,5619.37646293,43420,5.3
"555","Canada","CAN","2014",81.9566097560976,5291.74613048,44230,5.1
"556","Caribbean small states","CSS","2000",70.1905836561147,258.936966875793,8376.33478775182,NA
"557","Caribbean small states","CSS","2001",70.3272386380308,260.916477453919,8581.86772450806,NA
"558","Caribbean small states","CSS","2002",70.5586674372742,275.97428826772,9092.50699814377,NA
"559","Caribbean small states","CSS","2003",70.6696202692495,294.735732625255,9837.23134904368,NA
"560","Caribbean small states","CSS","2004",70.8698773598035,327.31018578529,10586.3433379207,NA
"561","Caribbean small states","CSS","2005",71.0842235303963,360.096437000122,11263.8951149927,NA
"562","Caribbean small states","CSS","2006",71.3082303342661,392.197933586858,12454.9009741943,NA
"563","Caribbean small states","CSS","2007",71.5358044223336,462.661858954259,13199.354938423,NA
"564","Caribbean small states","CSS","2008",71.7614744425427,524.670530187428,13655.5700602484,NA
"565","Caribbean small states","CSS","2009",71.979368013565,511.615429543131,13116.6716839771,NA
"566","Caribbean small states","CSS","2010",72.1845959118943,501.105938336436,13466.4857153686,NA
"567","Caribbean small states","CSS","2011",72.3733093790669,530.442915960919,13332.7375766423,NA
"568","Caribbean small states","CSS","2012",72.5454847424864,580.477476142397,13716.2981435932,NA
"569","Caribbean small states","CSS","2013",72.7022728567253,588.747390690388,14379.8982365165,NA
"570","Caribbean small states","CSS","2014",72.8446998092073,596.303264101578,14569.0993244998,NA
"571","Cayman Islands","CYM","2000",NA,NA,NA,14
"572","Cayman Islands","CYM","2001",NA,NA,NA,2.7
"573","Cayman Islands","CYM","2002",NA,NA,NA,0
"574","Cayman Islands","CYM","2003",NA,NA,NA,0
"575","Cayman Islands","CYM","2004",NA,NA,NA,2.4
"576","Cayman Islands","CYM","2005",NA,NA,NA,1.2
"577","Cayman Islands","CYM","2006",NA,NA,NA,0
"578","Cayman Islands","CYM","2007",NA,NA,NA,2.2
"579","Cayman Islands","CYM","2008",NA,NA,NA,2.2
"580","Cayman Islands","CYM","2009",NA,NA,NA,4.2
"581","Cayman Islands","CYM","2010",NA,NA,NA,8.3
"582","Cayman Islands","CYM","2011",NA,NA,NA,4.1
"583","Cayman Islands","CYM","2012",NA,NA,NA,12
"584","Cayman Islands","CYM","2013",NA,NA,NA,9.9
"585","Cayman Islands","CYM","2014",NA,NA,NA,0
"586","Central African Republic","CAF","2000",44.5972926829268,10.39547393,650,1073
"587","Central African Republic","CAF","2001",44.3620731707317,9.69905428,680,1001
"588","Central African Republic","CAF","2002",44.2534146341464,10.69780249,700,923
"589","Central African Republic","CAF","2003",44.2778048780488,12.51866139,670,842
"590","Central African Republic","CAF","2004",44.4396829268293,13.06244806,710,762
"591","Central African Republic","CAF","2005",44.7380975609756,14.28373981,730,687
"592","Central African Republic","CAF","2006",45.1631219512195,14.24307254,780,620
"593","Central African Republic","CAF","2007",45.6873902439024,16.34316897,820,561
"594","Central African Republic","CAF","2008",46.284,19.96737755,840,511
"595","Central African Republic","CAF","2009",46.9349756097561,16.25205752,850,467
"596","Central African Republic","CAF","2010",47.6253170731707,17.41374391,870,431
"597","Central African Republic","CAF","2011",48.3504390243903,18.08817508,900,402
"598","Central African Republic","CAF","2012",49.1052926829268,17.01594078,940,378
"599","Central African Republic","CAF","2013",49.8798780487805,12.53258889,590,359
"600","Central African Republic","CAF","2014",50.6577804878049,15.5874302,600,375
"601","Central Europe and the Baltics","CEB","2000",72.7196903521431,229.097460876952,9902.57064127451,NA
"602","Central Europe and the Baltics","CEB","2001",73.0978554683641,260.370737316488,10694.1659562205,NA
"603","Central Europe and the Baltics","CEB","2002",73.243910731566,309.669289999499,11447.8250358035,NA
"604","Central Europe and the Baltics","CEB","2003",73.3832335486311,387.231450841039,12059.225489697,NA
"605","Central Europe and the Baltics","CEB","2004",73.7386941040292,464.014615958393,12971.7839453269,NA
"606","Central Europe and the Baltics","CEB","2005",73.8390724870733,542.629915802421,13873.6658332107,NA
"607","Central Europe and the Baltics","CEB","2006",74.0933541592761,603.945816787533,15338.4978335166,NA
"608","Central Europe and the Baltics","CEB","2007",74.2523833324924,764.822127139309,16874.5003161082,NA
"609","Central Europe and the Baltics","CEB","2008",74.57753902187,977.360367380042,18825.0802591839,NA
"610","Central Europe and the Baltics","CEB","2009",74.9318257000873,886.109546626717,18875.5803446262,NA
"611","Central Europe and the Baltics","CEB","2010",75.2953487288,893.74896713629,20024.6282464969,NA
"612","Central Europe and the Baltics","CEB","2011",75.8884748834282,957.591009516675,21317.8506821031,NA
"613","Central Europe and the Baltics","CEB","2012",75.993488603453,894.384450674518,22167.2538734454,NA
"614","Central Europe and the Baltics","CEB","2013",76.3551629869809,930.530036645149,23244.9107092209,NA
"615","Central Europe and the Baltics","CEB","2014",76.5633272465441,952.600750192812,24246.8224839814,NA
"616","Chad","TCD","2000",47.5780731707317,10.41974525,780,151
"617","Chad","TCD","2001",47.5871219512195,12.00810915,850,152
"618","Chad","TCD","2002",47.6160975609756,18.39776953,890,152
"619","Chad","TCD","2003",47.6818536585366,16.06431228,860,152
"620","Chad","TCD","2004",47.7958292682927,26.00525913,1150,151
"621","Chad","TCD","2005",47.9739024390244,25.81473846,1350,151
"622","Chad","TCD","2006",48.2300243902439,23.65236357,1340,151
"623","Chad","TCD","2007",48.5592195121951,26.8162198,1410,151
"624","Chad","TCD","2008",48.9515853658537,27.10215388,1400,151
"625","Chad","TCD","2009",49.3931707317073,26.5836599,1620,151
"626","Chad","TCD","2010",49.8620731707317,26.41741253,1820,151
"627","Chad","TCD","2011",50.3319512195122,31.32111874,1810,151
"628","Chad","TCD","2012",50.7813902439024,29.18358859,1950,151
"629","Chad","TCD","2013",51.1914878048781,33.66517607,1980,151
"630","Chad","TCD","2014",51.5558048780488,37.10492956,2080,159
"631","Channel Islands","CHI","2000",77.514512195122,NA,NA,NA
"632","Channel Islands","CHI","2001",77.7781707317073,NA,NA,NA
"633","Channel Islands","CHI","2002",78.0557804878049,NA,NA,NA
"634","Channel Islands","CHI","2003",78.3398292682927,NA,NA,NA
"635","Channel Islands","CHI","2004",78.6253170731707,NA,NA,NA
"636","Channel Islands","CHI","2005",78.9032195121951,NA,NA,NA
"637","Channel Islands","CHI","2006",79.1665365853659,NA,NA,NA
"638","Channel Islands","CHI","2007",79.4108048780488,NA,NA,NA
"639","Channel Islands","CHI","2008",79.6330243902439,NA,NA,NA
"640","Channel Islands","CHI","2009",79.8327073170732,NA,NA,NA
"641","Channel Islands","CHI","2010",80.0103658536585,NA,NA,NA
"642","Channel Islands","CHI","2011",80.169512195122,NA,NA,NA
"643","Channel Islands","CHI","2012",80.3186585365854,NA,NA,NA
"644","Channel Islands","CHI","2013",80.4628292682927,NA,NA,NA
"645","Channel Islands","CHI","2014",80.6064878048781,NA,NA,NA
"646","Chile","CHL","2000",76.8208292682927,326.1556361,9490,23
"647","Chile","CHL","2001",77.1987073170732,299.80658929,9900,23
"648","Chile","CHL","2002",77.5695853658537,290.11023489,10110,18
"649","Chile","CHL","2003",77.9329756097561,352.96302381,10500,16
"650","Chile","CHL","2004",78.2893902439025,430.30855744,11060,19
"651","Chile","CHL","2005",78.6382926829268,508.88413256,11870,18
"652","Chile","CHL","2006",78.9791707317073,584.73052011,13780,18
"653","Chile","CHL","2007",79.3135365853659,664.98275703,15020,17
"654","Chile","CHL","2008",79.6409024390244,739.61790022,15260,17
"655","Chile","CHL","2009",79.9608048780488,754.59078507,15180,16
"656","Chile","CHL","2010",80.2758048780488,891.1223738,17020,16
